"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","Variable","Absolute_Loading"
0.129328220293907,-0.372061213573632,-0.0168032223076068,0.095619892396603,-0.0831728688599443,0.0503950991213744,-0.00849940112023637,0.0347003728305997,0.0424750482844634,0.193038153903492,0.346619770326576,0.217196336038406,0.449657664069541,-0.506911034870289,0.391037079116175,0.0266474764680459,0.0558995211022642,-0.00781844781937903,0.0483864727347604,"Latency_ms",0.372061213573632
0.159203993986714,-0.36209543104916,-0.0320497183568295,0.0155871520602791,-0.0373171095234372,-0.0557120964927282,0.0488354737213778,0.0407094455661937,0.0307133165133717,-0.301930653843189,0.0289299176288902,-0.446121118635194,0.114898831438197,-0.360429298414264,-0.627785798865807,0.02877073623176,-0.039180260971835,-0.0013775839023601,-0.0466377598953604,"Memory_Usage_GB",0.36209543104916
0.144619147411641,-0.353817246329612,0.0585345152427618,-0.0410476995744571,0.0306150817122595,0.0152214318713913,0.0262704412108761,-0.0129097212208636,0.0240162675602301,0.323709941429182,-0.365973606563664,0.636405163352176,-0.00873773512498095,0.081146611501628,-0.436345379888347,-0.0222080143431916,-0.053970549530199,-0.037832985214514,0.0235117235750907,"CPU_Usage_Percent",0.353817246329612
0.158889073385144,-0.35321741751192,0.0327642966480529,-0.025161828374239,0.142955095210419,-0.0365711944881868,-0.0840936471870349,-0.0457540296440459,-0.00693637886166944,0.0846999086211604,-0.118543012519656,-0.328423107374948,0.510271587916173,0.63228997683766,0.145065247700731,-0.0320451366423091,-0.0526971412521132,0.0554255278044298,0.0110654078887157,"Packet_Loss_Rate",0.35321741751192
0.139099150663411,-0.338628263802941,-0.0255861332211942,0.0300412313803421,-0.0776376315695844,-0.00168000250331138,0.0376961861118467,0.0597175819248378,0.0372111087608715,0.544922785691563,0.307767810621208,-0.303534204315222,-0.593629957648539,0.105493103763692,0.04195474592739,-0.0250701172510381,0.0444455271138405,-0.00776147527656781,-0.0166840436305241,"Connections_Established",0.338628263802941
0.157879401413707,-0.33236010424721,-0.0120634159684327,-0.0890080460566841,-0.0181595290130473,-0.0305618960459853,0.0820199782234707,-0.0194165909843187,-0.0966451742833522,-0.26565146746662,-0.627928722738035,-0.0962846130243452,-0.300560075033396,-0.21729873033227,0.469426529824206,-0.00384010168886777,0.0419540844758015,0.0693426873335929,-0.0141051594258531,"Network_Out_Mbps",0.33236010424721
0.153578385434873,-0.315528730494456,0.0540902558035652,-0.00812604192549068,0.0239753747376714,0.0116400994863316,-0.117303848064767,-0.0311531934316165,-0.0345669373283904,-0.611228305332014,0.448865063717312,0.348790380199305,-0.251081128502825,0.30365033585642,0.0500048238588604,0.0217309643914137,0.0126145577416737,-0.0454817563770208,-0.0068777567823591,"Network_In_Mbps",0.315528730494456
-0.40970946909934,-0.183691585518667,0.0122177331222428,0.00690404966052254,0.0129528534818634,0.0099383147184898,0.0174131702078451,0.0320703332350235,-0.00760055872416255,-0.0134976380667191,-0.0661249186349113,-0.043807231738069,0.0347230438267229,0.0325517402887347,0.0241703510662421,-0.0361799548447672,0.296448945912203,-0.802289290915372,-0.233152792364642,"Disk_IO_Write_Mbps",0.183691585518667
-0.406889939494211,-0.17864343536975,-0.046085338517233,-0.00910894165467126,-0.0249631270678425,0.0219784888741222,0.0128048526493417,-0.0391670921312565,-0.0136438745770451,-0.00795986406529161,0.0242998074481931,-0.0135782778420972,-0.0477397863992157,-0.0359906863489978,0.0749282357629555,-0.00817959628126044,-0.878242675670612,-0.101653113596127,0.0747833600284931,"Disk_IO_Read_Mbps",0.17864343536975
-0.418254327717921,-0.175937512600163,0.0519018371854319,-0.0122503010747615,0.0142995551572231,-0.00240892932423219,0.0264339116185359,0.0112769878113327,-0.0228055317883768,-0.0407441972771366,-0.00541614176441796,-0.0361665919197616,-0.0240401098693256,0.0162344514771115,-0.0582904014737557,-0.0889683897110698,0.279844280130251,0.124617208005593,0.825054421231431,"Disk_Errors_Corrected",0.175937512600163
