"ClusterID","Mean_PC1","Mean_PC2","Mean_PC3","SD_PC1","SD_PC2","SD_PC3"
"Cluster_1",0.44143664425666,-0.0217189198848935,0.00525477693780126,0.960996636069899,1.23751682581381,1.01662059509566
"Cluster_2",0.433013552148698,-0.0155654930174721,-0.000323913765752986,0.964336648182249,1.22594997245677,1.01138461676236
"Cluster_3",-0.874450196405353,0.0372844129023574,-0.00493086317204762,1.56641374681838,1.0994322166256,1.00959846752198
