"ClusterID","Mean_PC1","Mean_PC2","Mean_PC3","SD_PC1","SD_PC2","SD_PC3"
"Cluster_3",-0.874450196405353,0.0372844129023574,-0.00493086317204762,1.56641374681838,1.0994322166256,1.00959846752198
