"ClusterID","Mean_PC1","Mean_PC2","Mean_PC3","SD_PC1","SD_PC2","SD_PC3"
"Cluster_1",0.44143664425666,-0.0217189198848935,0.00525477693780126,0.960996636069899,1.23751682581381,1.01662059509566
